ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
8115234	0.9999946	9.84e-01	1.57e-02	ANXA6	annexin A6
8026217	0.9999946	9.84e-01	1.57e-02	CC2D1A	coiled-coil and C2 domain containing 1A
7936904	0.9999946	9.84e-01	1.57e-02	CTBP2	C-terminal binding protein 2
8083318	0.9999946	9.84e-01	1.57e-02	LOC646903	uncharacterized LOC646903
8019561	0.9999946	9.84e-01	1.57e-02		
8102998	0.9999946	9.84e-01	1.57e-02	GYPA	glycophorin A (MNS blood group)
8060539	0.9999946	9.84e-01	1.56e-02	VPS16///PTPRA	VPS16, CORVET/HOPS core subunit///protein tyrosine phosphatase, receptor type A
7941946	0.9999946	9.85e-01	1.56e-02	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
7954899	0.9999946	9.85e-01	1.56e-02	CNTN1	contactin 1
8171079	0.9999946	9.85e-01	1.56e-02	GTPBP6	GTP binding protein 6 (putative)
7995007	0.9999946	9.85e-01	1.56e-02	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
7993248	0.9999946	9.85e-01	1.56e-02	RMI2	RecQ mediated genome instability 2
8066960	0.9999946	9.85e-01	1.56e-02		
8173381	0.9999946	9.85e-01	1.56e-02	TEX11	testis expressed 11
8021129	0.9999946	9.85e-01	1.56e-02	RNF165	ring finger protein 165
7896440	0.9999946	9.85e-01	1.55e-02		
8005171	0.9999946	9.85e-01	1.55e-02	TRPV2	transient receptor potential cation channel subfamily V member 2
8149725	0.9999946	9.85e-01	1.55e-02	PEBP4	phosphatidylethanolamine binding protein 4
8112558	0.9999946	9.85e-01	1.55e-02	GUSBP1///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA4	glucuronidase, beta pseudogene 1///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 2///glucuronidase, beta pseudogene 11///glucuronidase beta pseudogene///glucuronidase beta pseudogene///glucuronidase beta///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene
7898057	0.9999946	9.85e-01	1.54e-02	PDPN	podoplanin
8063349	0.9999946	9.85e-01	1.54e-02		
8028916	0.9999946	9.85e-01	1.54e-02	SNRPA	small nuclear ribonucleoprotein polypeptide A
7983228	0.9999946	9.85e-01	1.54e-02	MAP1A	microtubule associated protein 1A
8083998	0.9999946	9.85e-01	1.54e-02		
7894185	0.9999946	9.85e-01	1.52e-02		
8174668	0.9999946	9.85e-01	1.52e-02		
7943498	0.9999946	9.85e-01	1.52e-02	DYNC2H1	dynein cytoplasmic 2 heavy chain 1
7948881	0.9999946	9.85e-01	1.52e-02	WDR74	WD repeat domain 74
7892806	0.9999946	9.85e-01	1.52e-02		
7935058	0.9999946	9.85e-01	1.52e-02	MYOF	myoferlin
7956978	0.9999946	9.85e-01	1.52e-02	SLC35E3	solute carrier family 35 member E3
8089820	0.9999946	9.85e-01	1.52e-02	GPR156	G protein-coupled receptor 156
7895412	0.9999946	9.85e-01	1.51e-02		
7896271	0.9999946	9.85e-01	1.51e-02		
8006845	0.9999946	9.85e-01	1.51e-02	RPL19	ribosomal protein L19
8021091	0.9999946	9.85e-01	1.50e-02	SIGLEC15	sialic acid binding Ig like lectin 15
8044584	0.9999946	9.85e-01	1.50e-02	PSD4	pleckstrin and Sec7 domain containing 4
7988410	0.9999946	9.85e-01	1.50e-02		
8075910	0.9999946	9.85e-01	1.50e-02	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
8052119	0.9999946	9.85e-01	1.50e-02		
7964979	0.9999946	9.85e-01	1.50e-02		
7939314	0.9999946	9.85e-01	1.50e-02	EHF	ETS homologous factor
7978285	0.9999946	9.85e-01	1.50e-02	ADCY4	adenylate cyclase 4
7963366	0.9999946	9.85e-01	1.50e-02	KRT85	keratin 85
7946142	0.9999946	9.85e-01	1.49e-02	PRKCDBP	protein kinase C delta binding protein
8180410	0.9999946	9.85e-01	1.49e-02	EIF3F	eukaryotic translation initiation factor 3 subunit F
8134552	0.9999946	9.85e-01	1.49e-02	ARPC1B	actin related protein 2/3 complex subunit 1B
7944401	0.9999946	9.85e-01	1.49e-02	HMBS	hydroxymethylbilane synthase
8049394	0.9999946	9.85e-01	1.49e-02	TRPM8	transient receptor potential cation channel subfamily M member 8
7896713	0.9999946	9.85e-01	1.49e-02		
8077366	0.9999946	9.85e-01	1.49e-02	LRRN1	leucine rich repeat neuronal 1
7935230	0.9999946	9.85e-01	1.48e-02	ALDH18A1	aldehyde dehydrogenase 18 family member A1
8011093	0.9999946	9.85e-01	1.48e-02	SLC43A2	solute carrier family 43 member 2
8119034	0.9999946	9.85e-01	1.48e-02	BRPF3	bromodomain and PHD finger containing 3
7940662	0.9999946	9.85e-01	1.48e-02	ROM1	retinal outer segment membrane protein 1
7909510	0.9999946	9.85e-01	1.48e-02	HHAT	hedgehog acyltransferase
8142270	0.9999946	9.85e-01	1.47e-02	NRCAM	neuronal cell adhesion molecule
7893888	0.9999946	9.85e-01	1.47e-02		
8157141	0.9999946	9.85e-01	1.47e-02	ACTL7A	actin like 7A
8173524	0.9999946	9.85e-01	1.47e-02	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
8122660	0.9999946	9.85e-01	1.47e-02	UST	uronyl 2-sulfotransferase
7979725	0.9999946	9.85e-01	1.47e-02	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
8168998	0.9999946	9.85e-01	1.46e-02		
8130567	0.9999946	9.85e-01	1.46e-02	TCP1	t-complex 1
7893269	0.9999946	9.85e-01	1.46e-02		
7938685	0.9999946	9.86e-01	1.46e-02		
8011027	0.9999946	9.86e-01	1.46e-02	MYO1C	myosin IC
8091637	0.9999946	9.86e-01	1.45e-02	SLC33A1	solute carrier family 33 member 1
8100549	0.9999946	9.86e-01	1.45e-02		
7924476	0.9999946	9.86e-01	1.45e-02	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A
8081456	0.9999946	9.86e-01	1.45e-02		
7928019	0.9999946	9.86e-01	1.45e-02	HK1	hexokinase 1
7910054	0.9999946	9.86e-01	1.45e-02	DNAH14	dynein axonemal heavy chain 14
8023696	0.9999946	9.86e-01	1.45e-02	SERPINB3	serpin family B member 3
7990417	0.9999946	9.86e-01	1.45e-02	SCAMP2	secretory carrier membrane protein 2
7921909	0.9999946	9.86e-01	1.45e-02	CCDC190	coiled-coil domain containing 190
8011430	0.9999946	9.86e-01	1.45e-02	ITGAE	integrin subunit alpha E
8136039	0.9999946	9.86e-01	1.45e-02	ATP6V1F	ATPase H+ transporting V1 subunit F
7973185	0.9999946	9.86e-01	1.44e-02	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1
8074925	0.9999946	9.86e-01	1.44e-02	GUSBP1///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA4	glucuronidase, beta pseudogene 1///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 2///glucuronidase, beta pseudogene 11///glucuronidase beta pseudogene///glucuronidase beta pseudogene///glucuronidase beta///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene
7919157	0.9999946	9.86e-01	1.44e-02	PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
7994353	0.9999946	9.86e-01	1.44e-02	APOBR	apolipoprotein B receptor
8131967	0.9999946	9.86e-01	1.44e-02	HOXA-AS2	HOXA cluster antisense RNA 2
7895003	0.9999946	9.86e-01	1.43e-02		
8170076	0.9999946	9.86e-01	1.43e-02	SAGE1	sarcoma antigen 1
8129482	0.9999946	9.86e-01	1.43e-02	SAMD3	sterile alpha motif domain containing 3
7961245	0.9999946	9.86e-01	1.42e-02	TAS2R9	taste 2 receptor member 9
7961571	0.9999946	9.86e-01	1.42e-02	SLC15A5	solute carrier family 15 member 5
8180330	0.9999946	9.86e-01	1.42e-02	UBE2D3	ubiquitin conjugating enzyme E2 D3
7936559	0.9999946	9.86e-01	1.42e-02	PDZD8	PDZ domain containing 8
8149927	0.9999946	9.86e-01	1.42e-02	CLU	clusterin
8067756	0.9999946	9.86e-01	1.42e-02	UCKL1	uridine-cytidine kinase 1 like 1
7894485	0.9999946	9.86e-01	1.42e-02		
8149389	0.9999946	9.86e-01	1.41e-02	FAM86DP///FAM86B2///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	family with sequence similarity 86, member D, pseudogene///family with sequence similarity 86 member B2///family with sequence similarity 86, member A pseudogene///family with sequence similarity 86, member A pseudogene///eukaryotic elongation factor 2 lysine methyltransferase///family with sequence similarity 86 member B1///family with sequence similarity 86 member C1
8001064	0.9999946	9.86e-01	1.41e-02	VN1R3	vomeronasal 1 receptor 3 (gene/pseudogene)
8166925	0.9999946	9.86e-01	1.41e-02	MAOA	monoamine oxidase A
8070744	0.9999946	9.86e-01	1.41e-02	C21orf2	chromosome 21 open reading frame 2
8010161	0.9999946	9.86e-01	1.41e-02	SEPT9	septin 9
7953685	0.9999946	9.86e-01	1.41e-02		
8073662	0.9999946	9.86e-01	1.41e-02	PARVB	parvin beta
8008566	0.9999946	9.86e-01	1.40e-02	STXBP4	syntaxin binding protein 4
8095854	0.9999946	9.86e-01	1.40e-02	SEPT11	septin 11
8068375	0.9999946	9.86e-01	1.40e-02	SMIM11A	small integral membrane protein 11A
8145736	0.9999946	9.86e-01	1.40e-02	NRG1	neuregulin 1
8079746	0.9999946	9.86e-01	1.40e-02	TCTA	T-cell leukemia translocation altered
7951435	0.9999946	9.86e-01	1.40e-02	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
8160470	0.9999946	9.86e-01	1.40e-02		
8117543	0.9999946	9.86e-01	1.40e-02	HIST1H2AH	histone cluster 1, H2ah
7925182	0.9999946	9.86e-01	1.40e-02	SNORA14B	small nucleolar RNA, H/ACA box 14B
7930311	0.9999946	9.86e-01	1.40e-02	GSTO2	glutathione S-transferase omega 2
8049689	0.9999946	9.86e-01	1.39e-02	RNPEPL1	arginyl aminopeptidase like 1
7923562	0.9999946	9.86e-01	1.39e-02	CHIT1	chitinase 1
7944793	0.9999946	9.86e-01	1.39e-02	OR8D4	olfactory receptor family 8 subfamily D member 4
7904050	0.9999946	9.86e-01	1.39e-02	MOV10	Mov10 RISC complex RNA helicase
8096265	0.9999946	9.86e-01	1.38e-02	DSPP	dentin sialophosphoprotein
8038770	0.9999946	9.86e-01	1.38e-02	KLK14	kallikrein related peptidase 14
7986567	0.9999946	9.86e-01	1.38e-02		
7986633	0.9999946	9.86e-01	1.38e-02		
7904281	0.9999946	9.86e-01	1.38e-02	C1orf137	chromosome 1 open reading frame 137
8061894	0.9999946	9.86e-01	1.38e-02	BPIFB1	BPI fold containing family B member 1
8099073	0.9999946	9.86e-01	1.38e-02	LRPAP1	LDL receptor related protein associated protein 1
8073513	0.9999946	9.86e-01	1.38e-02	CCDC134	coiled-coil domain containing 134
7926728	0.9999946	9.86e-01	1.38e-02	MYO3A	myosin IIIA
7895805	0.9999946	9.86e-01	1.38e-02		
7894059	0.9999946	9.86e-01	1.37e-02		
8102065	0.9999946	9.86e-01	1.37e-02	BDH2	3-hydroxybutyrate dehydrogenase, type 2
8101063	0.9999946	9.86e-01	1.37e-02		
7892606	0.9999946	9.86e-01	1.37e-02		
8173501	0.9999946	9.86e-01	1.37e-02		
7895192	0.9999946	9.86e-01	1.37e-02		
8123685	0.9999946	9.86e-01	1.37e-02	FAM217A	family with sequence similarity 217 member A
7915160	0.9999946	9.86e-01	1.37e-02	RRAGC	Ras related GTP binding C
8108472	0.9999946	9.86e-01	1.36e-02	PURA	purine rich element binding protein A
7910591	0.9999946	9.87e-01	1.36e-02	NTPCR	nucleoside-triphosphatase, cancer-related
7993898	0.9999946	9.87e-01	1.36e-02	VWA3A	von Willebrand factor A domain containing 3A
7894827	0.9999946	9.87e-01	1.36e-02		
7904158	0.9999946	9.87e-01	1.36e-02	OLFML3	olfactomedin like 3
7956658	0.9999946	9.87e-01	1.36e-02	SLC16A7	solute carrier family 16 member 7
7997135	0.9999946	9.87e-01	1.36e-02		
7942824	0.9999946	9.87e-01	1.35e-02	RPS28	ribosomal protein S28
8117372	0.9999946	9.87e-01	1.35e-02	HIST1H2AC	histone cluster 1, H2ac
7892668	0.9999946	9.87e-01	1.35e-02		
7931479	0.9999946	9.87e-01	1.35e-02	INPP5A	inositol polyphosphate-5-phosphatase A
8058765	0.9999946	9.87e-01	1.35e-02	FN1	fibronectin 1
7958379	0.9999946	9.87e-01	1.35e-02	PWP1	PWP1 homolog, endonuclein
7995328	0.9999946	9.87e-01	1.35e-02		
7974047	0.9999946	9.87e-01	1.34e-02	SSTR1	somatostatin receptor 1
7994756	0.9999946	9.87e-01	1.34e-02	PPP4C	protein phosphatase 4 catalytic subunit
8017106	0.9999946	9.87e-01	1.34e-02	TRIM37	tripartite motif containing 37
8147132	0.9999946	9.87e-01	1.34e-02	CA2	carbonic anhydrase 2
7902789	0.9999946	9.87e-01	1.34e-02	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
8012349	0.9999946	9.87e-01	1.34e-02	PER1	period circadian clock 1
8060418	0.9999946	9.87e-01	1.33e-02	SIRPA	signal regulatory protein alpha
7957570	0.9999946	9.87e-01	1.33e-02	PLXNC1	plexin C1
8055666	0.9999946	9.87e-01	1.33e-02		
7892861	0.9999946	9.87e-01	1.33e-02		
7955858	0.9999946	9.87e-01	1.33e-02	HOXC10	homeobox C10
7932221	0.9999946	9.87e-01	1.32e-02	C10orf111	chromosome 10 open reading frame 111
7930559	0.9999946	9.87e-01	1.32e-02		
8112159	0.9999946	9.87e-01	1.32e-02	ANKRD55	ankyrin repeat domain 55
7989768	0.9999946	9.87e-01	1.32e-02		
7894542	0.9999946	9.87e-01	1.32e-02		
7907830	0.9999946	9.87e-01	1.32e-02	QSOX1	quiescin sulfhydryl oxidase 1
7909350	0.9999946	9.87e-01	1.32e-02	CR2	complement component 3d receptor 2
8072729	0.9999946	9.87e-01	1.31e-02		
7927120	0.9999946	9.87e-01	1.31e-02	RET///RET///KIF5B	ret proto-oncogene///ret proto-oncogene///kinesin family member 5B
8066757	0.9999946	9.87e-01	1.31e-02	SLC13A3	solute carrier family 13 member 3
7976646	0.9999946	9.87e-01	1.31e-02		
7894262	0.9999946	9.87e-01	1.31e-02		
7920642	0.9999946	9.87e-01	1.31e-02	MUC1	mucin 1, cell surface associated
7902345	0.9999946	9.87e-01	1.31e-02	TYW3	tRNA-yW synthesizing protein 3 homolog
8109570	0.9999946	9.87e-01	1.30e-02		
8015014	0.9999946	9.87e-01	1.30e-02		
8179731	0.9999946	9.87e-01	1.30e-02	HLA-C///HLA-B///HLA-C///HLA-B	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, C///major histocompatibility complex, class I, B
8158204	0.9999946	9.87e-01	1.30e-02	SWI5	SWI5 homologous recombination repair protein
7906852	0.9999946	9.87e-01	1.30e-02	UHMK1	U2AF homology motif (UHM) kinase 1
7916616	0.9999946	9.87e-01	1.29e-02	CYP2J2	cytochrome P450 family 2 subfamily J member 2
7920472	0.9999946	9.87e-01	1.29e-02	TPM3///ROS1	tropomyosin 3///ROS proto-oncogene 1, receptor tyrosine kinase
7977732	0.9999946	9.87e-01	1.29e-02	SNORD8	small nucleolar RNA, C/D box 8
8031297	0.9999946	9.87e-01	1.29e-02	1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin-like receptor, three domains, pseudogene///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
7942896	0.9999946	9.87e-01	1.28e-02	CCDC83	coiled-coil domain containing 83
7982377	0.9999946	9.87e-01	1.28e-02	GREM1	gremlin 1, DAN family BMP antagonist
7952526	0.9999946	9.87e-01	1.28e-02	CDON	cell adhesion associated, oncogene regulated
7962557	0.9999946	9.87e-01	1.28e-02		
7905881	0.9999946	9.87e-01	1.28e-02	ADAM15	ADAM metallopeptidase domain 15
8088339	0.9999946	9.87e-01	1.28e-02	ARF4	ADP ribosylation factor 4
7894758	0.9999946	9.87e-01	1.28e-02		
7950469	0.9999946	9.87e-01	1.28e-02		
8053388	0.9999946	9.87e-01	1.28e-02	TGOLN2	trans-golgi network protein 2
8176155	0.9999946	9.87e-01	1.28e-02	FAM223A///FAM223B	family with sequence similarity 223 member A (non-protein coding)///family with sequence similarity 223 member B (non-protein coding)
8021623	0.9999946	9.87e-01	1.28e-02	SERPINB7	serpin family B member 7
7914467	0.9999946	9.87e-01	1.28e-02	SPOCD1	SPOC domain containing 1
7899151	0.9999946	9.87e-01	1.28e-02		
8021946	0.9999946	9.87e-01	1.28e-02	COLEC12	collectin subfamily member 12
8018906	0.9999946	9.87e-01	1.28e-02		
8176174	0.9999946	9.87e-01	1.28e-02	MPP1	membrane palmitoylated protein 1
8019263	0.9999946	9.87e-01	1.28e-02	ARHGDIA	Rho GDP dissociation inhibitor alpha
8024299	0.9999946	9.87e-01	1.28e-02	RPS15	ribosomal protein S15
7937465	0.9999946	9.87e-01	1.28e-02	TALDO1	transaldolase 1
7975453	0.9999946	9.87e-01	1.28e-02	SNORD56B	small nucleolar RNA, C/D box 56B
8180371	0.9999946	9.87e-01	1.28e-02	TPI1	triosephosphate isomerase 1
8097443	0.9999946	9.87e-01	1.27e-02		
8013348	0.9999946	9.87e-01	1.27e-02	RPS2	ribosomal protein S2
7893022	0.9999946	9.87e-01	1.27e-02		
8131374	0.9999946	9.87e-01	1.26e-02	AIMP2///EIF2AK1	aminoacyl tRNA synthetase complex interacting multifunctional protein 2///eukaryotic translation initiation factor 2 alpha kinase 1
8102404	0.9999946	9.87e-01	1.26e-02	MIR302A	microRNA 302a
8103358	0.9999946	9.87e-01	1.26e-02		
8142795	0.9999946	9.88e-01	1.26e-02	IMPDH1	inosine monophosphate dehydrogenase 1
8023955	0.9999946	9.88e-01	1.26e-02	BSG	basigin (Ok blood group)
8086352	0.9999946	9.88e-01	1.25e-02	ULK4	unc-51 like kinase 4
7899043	0.9999946	9.88e-01	1.25e-02	SEPN1	selenoprotein N, 1
8110734	0.9999946	9.88e-01	1.25e-02	BRD9	bromodomain containing 9
7947867	0.9999946	9.88e-01	1.25e-02	PSMC3	proteasome 26S subunit, ATPase 3
7937996	0.9999946	9.88e-01	1.25e-02	OR51B6	olfactory receptor family 51 subfamily B member 6
8065710	0.9999946	9.88e-01	1.25e-02	E2F1	E2F transcription factor 1
7991731	0.9999946	9.88e-01	1.25e-02	WASIR2	WASH and IL9R antisense RNA 2
7970413	0.9999946	9.88e-01	1.24e-02	PSPC1	paraspeckle component 1
8071051	0.9999946	9.88e-01	1.24e-02	LOC100233156///TEKT4P2///MAFIP	tektin 4 pseudogene///tektin 4 pseudogene 2///MAFF interacting protein (pseudogene)
8007992	0.9999946	9.88e-01	1.24e-02	KPNB1	karyopherin subunit beta 1
8038885	0.9999946	9.88e-01	1.24e-02	SIGLEC14	sialic acid binding Ig like lectin 14
8180198	0.9999946	9.88e-01	1.24e-02	PCDHA2	protocadherin alpha 2
8097236	0.9999946	9.88e-01	1.24e-02	ADAD1	adenosine deaminase domain containing 1
7893820	0.9999946	9.88e-01	1.24e-02		
7897561	0.9999946	9.88e-01	1.23e-02	KIF1B	kinesin family member 1B
8084726	0.9999946	9.88e-01	1.23e-02	RTP1	receptor transporter protein 1
7981235	0.9999946	9.88e-01	1.23e-02		
8148022	0.9999946	9.88e-01	1.23e-02	MED30	mediator complex subunit 30
8061982	0.9999946	9.88e-01	1.23e-02	ASIP	agouti signaling protein
7946115	0.9999946	9.88e-01	1.22e-02	OR52L1	olfactory receptor family 52 subfamily L member 1
8030706	0.9999946	9.88e-01	1.22e-02	EMC10	ER membrane protein complex subunit 10
8039713	0.9999946	9.88e-01	1.22e-02	C19orf18	chromosome 19 open reading frame 18
7963869	0.9999946	9.88e-01	1.22e-02	PHC1	polyhomeotic homolog 1
8092968	0.9999946	9.88e-01	1.22e-02		
7977615	0.9999946	9.88e-01	1.22e-02	RNASE1	ribonuclease A family member 1, pancreatic
8128310	0.9999946	9.88e-01	1.22e-02		
7982028	0.9999946	9.88e-01	1.22e-02	SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N
7982064	0.9999946	9.88e-01	1.22e-02	SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N
